num_date_time,건물번호,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),일사(MJ/m2),전력소비량(kWh)
78_20240722 02,78,20240722 02,27.3,0.0,2.3,86.0,0.0,0.0,985.32
78_20240722 03,78,20240722 03,27.1,0.0,1.7,86.0,0.0,0.0,900.0
78_20240722 04,78,20240722 04,27.0,0.0,3.1,87.0,0.0,0.0,859.32
78_20240722 05,78,20240722 05,26.4,0.3,1.8,89.0,0.0,0.0,923.76
78_20240722 06,78,20240722 06,25.7,2.3,0.9,94.0,0.0,0.0,1084.32
78_20240722 07,78,20240722 07,25.7,0.2,1.4,95.0,0.0,0.07,1205.28
78_20240722 08,78,20240722 08,26.4,0.1,1.5,90.0,0.0,0.36,1379.16
78_20240722 09,78,20240722 09,27.4,0.0,2.5,83.0,0.0,0.63,1556.28
78_20240722 10,78,20240722 10,27.0,0.0,2.7,85.0,0.0,0.44,1610.28
78_20240722 11,78,20240722 11,27.4,0.0,2.6,81.0,0.0,0.53,1634.4
78_20240722 12,78,20240722 12,28.4,0.0,3.6,77.0,0.0,0.97,1667.16
78_20240722 13,78,20240722 13,29.8,0.0,4.1,72.0,0.1,1.75,1729.44
78_20240722 14,78,20240722 14,28.8,0.0,3.5,76.0,0.0,0.81,1712.52
78_20240722 15,78,20240722 15,28.9,0.0,3.7,78.0,0.0,0.8,1708.2
78_20240722 16,78,20240722 16,29.1,0.0,3.5,76.0,0.0,0.73,1702.44
78_20240722 17,78,20240722 17,28.9,0.0,3.7,77.0,0.0,0.56,1754.28
78_20240722 18,78,20240722 18,28.9,0.0,2.4,77.0,0.0,0.34,1856.16
78_20240722 19,78,20240722 19,28.7,0.0,4.7,74.0,0.0,0.13,1964.88
78_20240722 20,78,20240722 20,28.4,0.0,6.3,76.0,0.0,0.04,1958.4
78_20240722 21,78,20240722 21,27.8,0.0,3.7,79.0,0.0,0.0,1937.88
78_20240722 22,78,20240722 22,28.1,0.0,5.5,77.0,0.0,0.0,1828.08
78_20240722 23,78,20240722 23,28.2,0.0,5.7,76.0,0.0,0.0,1639.44
78_20240723 00,78,20240723 00,27.6,0.0,5.7,79.0,0.0,0.0,1338.12
78_20240723 01,78,20240723 01,26.0,14.8,5.8,91.0,0.0,0.0,1146.96
78_20240723 02,78,20240723 02,25.9,0.0,5.1,92.0,0.0,0.0,1023.84
78_20240723 03,78,20240723 03,25.5,11.2,4.0,95.0,0.0,0.0,953.64
78_20240723 04,78,20240723 04,25.5,1.6,4.2,95.0,0.0,0.0,903.24
78_20240723 05,78,20240723 05,25.5,1.8,4.2,94.0,0.0,0.0,937.44
78_20240723 06,78,20240723 06,25.6,2.4,3.3,93.0,0.0,0.01,1092.96
78_20240723 07,78,20240723 07,26.0,0.0,4.4,87.0,0.0,0.17,1239.48
78_20240723 08,78,20240723 08,25.9,0.1,4.3,88.0,0.1,0.53,1340.28
78_20240723 09,78,20240723 09,25.4,0.8,3.0,92.0,0.0,0.2,1513.44
78_20240723 10,78,20240723 10,25.7,0.3,2.7,90.0,0.0,0.31,1573.56
78_20240723 11,78,20240723 11,25.7,0.0,3.0,90.0,0.0,0.41,1609.92
78_20240723 12,78,20240723 12,26.1,0.4,3.5,91.0,0.0,0.81,1639.44
78_20240723 13,78,20240723 13,26.1,0.0,4.2,89.0,0.0,0.75,1612.8
78_20240723 14,78,20240723 14,26.9,0.0,2.0,87.0,0.0,0.84,1616.04
78_20240723 15,78,20240723 15,27.1,0.0,2.5,85.0,0.0,0.71,1605.24
78_20240723 16,78,20240723 16,27.1,0.0,1.8,84.0,0.0,0.6,1604.16
78_20240723 17,78,20240723 17,26.7,1.5,1.9,89.0,0.0,0.51,1670.04
78_20240723 18,78,20240723 18,26.6,0.0,1.8,88.0,0.0,0.23,1797.48
78_20240723 19,78,20240723 19,25.2,15.8,2.7,91.0,0.0,0.04,1882.44
78_20240723 20,78,20240723 20,24.7,0.2,0.1,94.0,0.0,0.06,1816.56
78_20240723 21,78,20240723 21,24.6,0.0,1.0,96.0,0.0,0.0,1803.24
78_20240723 22,78,20240723 22,24.6,0.0,0.5,96.0,0.0,0.0,1738.44
78_20240723 23,78,20240723 23,24.8,0.0,1.3,94.0,0.0,0.0,1560.24
78_20240724 00,78,20240724 00,24.6,0.0,0.6,96.0,0.0,0.0,1324.08
78_20240724 01,78,20240724 01,24.8,1.0,0.7,96.0,0.0,0.0,1126.08
78_20240724 02,78,20240724 02,24.6,0.0,1.1,97.0,0.0,0.0,997.56
78_20240724 03,78,20240724 03,24.9,0.2,1.6,97.0,0.0,0.0,925.92
78_20240724 04,78,20240724 04,25.0,0.0,1.8,97.0,0.0,0.0,866.88
78_20240724 05,78,20240724 05,25.2,0.0,1.4,96.0,0.0,0.0,896.4
78_20240724 06,78,20240724 06,25.2,0.3,0.2,96.0,0.0,0.01,1057.68
78_20240724 07,78,20240724 07,25.8,0.1,1.1,96.0,0.0,0.11,1208.88
78_20240724 08,78,20240724 08,26.1,0.0,0.6,96.0,0.0,0.2,1364.4
78_20240724 09,78,20240724 09,27.3,0.3,1.0,92.0,0.0,0.6,1586.88
78_20240724 10,78,20240724 10,27.9,0.0,1.8,85.0,0.2,0.91,1708.56
78_20240724 11,78,20240724 11,29.0,0.0,2.6,82.0,0.3,1.6,1707.84
78_20240724 12,78,20240724 12,30.4,0.0,3.0,74.0,0.7,2.74,1736.64
78_20240724 13,78,20240724 13,30.9,0.0,2.8,72.0,0.8,2.99,1788.84
78_20240724 14,78,20240724 14,31.0,0.0,2.9,72.0,0.7,2.84,1795.32
78_20240724 15,78,20240724 15,31.2,0.0,2.9,70.0,0.3,1.79,1794.96
78_20240724 16,78,20240724 16,30.6,0.0,3.2,74.0,0.5,1.69,1803.6
78_20240724 17,78,20240724 17,30.0,1.1,2.4,79.0,0.5,1.25,1851.12
78_20240724 18,78,20240724 18,28.6,0.0,2.1,87.0,0.2,0.61,1923.48
78_20240724 19,78,20240724 19,28.6,0.0,2.0,84.0,0.3,0.36,2061.72
78_20240724 20,78,20240724 20,27.3,0.0,1.3,89.0,0.0,0.09,2027.52
78_20240724 21,78,20240724 21,26.7,0.0,1.0,91.0,0.0,0.0,1991.52
78_20240724 22,78,20240724 22,26.4,0.0,0.1,92.0,0.0,0.0,1915.56
78_20240724 23,78,20240724 23,25.9,0.0,0.9,94.0,0.0,0.0,1690.56
78_20240725 00,78,20240725 00,25.8,0.0,1.4,95.0,0.0,0.0,1432.08
78_20240725 01,78,20240725 01,26.1,0.0,1.0,93.0,0.0,0.0,1209.24
78_20240725 02,78,20240725 02,25.8,0.0,1.6,95.0,0.0,0.0,1072.8
78_20240725 03,78,20240725 03,25.8,0.0,1.1,95.0,0.0,0.0,991.44
78_20240725 04,78,20240725 04,25.7,0.0,0.5,96.0,0.0,0.0,944.64
78_20240725 05,78,20240725 05,25.7,0.0,1.1,95.0,0.0,0.0,973.8
78_20240725 06,78,20240725 06,25.8,0.0,0.6,95.0,0.0,0.01,1138.32
78_20240725 07,78,20240725 07,26.7,0.0,1.5,91.0,0.0,0.31,1271.16
78_20240725 08,78,20240725 08,27.7,0.0,1.9,84.0,0.7,0.78,1458.72
78_20240725 09,78,20240725 09,28.6,0.0,2.1,81.0,0.6,1.18,1663.2
78_20240725 10,78,20240725 10,30.1,0.0,2.4,73.0,1.0,1.95,1731.96
78_20240725 11,78,20240725 11,31.2,0.0,2.6,69.0,0.7,2.49,1792.08
78_20240725 12,78,20240725 12,32.3,0.0,2.5,63.0,0.5,2.44,1843.2
78_20240725 13,78,20240725 13,32.2,0.0,2.9,63.0,0.6,2.25,1821.6
78_20240725 14,78,20240725 14,32.5,0.0,3.3,60.0,0.6,2.6,1845.0
78_20240725 15,78,20240725 15,32.5,0.0,2.5,63.0,0.4,1.95,1811.16
78_20240725 16,78,20240725 16,33.0,0.0,2.2,61.0,0.4,1.72,1813.68
78_20240725 17,78,20240725 17,32.9,0.0,1.9,61.0,0.8,1.58,1834.56
78_20240725 18,78,20240725 18,32.5,0.0,1.7,64.0,0.6,1.01,1992.24
78_20240725 19,78,20240725 19,31.4,0.0,1.7,68.0,0.3,0.49,2051.28
78_20240725 20,78,20240725 20,29.6,0.0,4.0,70.0,0.0,0.07,1963.8
78_20240725 21,78,20240725 21,26.9,0.0,2.3,81.0,0.0,0.0,1897.92
78_20240725 22,78,20240725 22,25.9,2.2,0.8,90.0,0.0,0.0,1856.16
78_20240725 23,78,20240725 23,26.0,0.0,1.1,92.0,0.0,0.0,1660.32
78_20240726 00,78,20240726 00,26.0,0.0,1.5,89.0,0.0,0.0,1395.36
78_20240726 01,78,20240726 01,25.8,0.0,2.0,88.0,0.0,0.0,1191.96
78_20240726 02,78,20240726 02,25.8,0.0,1.6,87.0,0.0,0.0,1080.36
78_20240726 03,78,20240726 03,25.8,0.0,2.6,88.0,0.0,0.0,995.4
78_20240726 04,78,20240726 04,25.8,0.0,2.1,87.0,0.0,0.0,936.36
78_20240726 05,78,20240726 05,25.6,0.0,1.9,88.0,0.0,0.0,947.16
78_20240726 06,78,20240726 06,25.8,0.0,2.7,88.0,0.0,0.02,1112.76
78_20240726 07,78,20240726 07,27.6,0.0,2.5,81.0,0.8,0.43,1320.48
78_20240726 08,78,20240726 08,28.5,0.0,2.8,77.0,0.9,0.99,1527.84
78_20240726 09,78,20240726 09,29.6,0.0,3.9,74.0,0.4,1.07,1743.84
78_20240726 10,78,20240726 10,30.5,0.0,3.6,70.0,0.4,1.52,1833.48
78_20240726 11,78,20240726 11,31.2,0.0,3.8,69.0,1.0,2.31,1867.68
78_20240726 12,78,20240726 12,31.7,0.0,3.8,65.0,0.6,2.08,1930.68
78_20240726 13,78,20240726 13,31.7,0.0,3.8,65.0,0.2,1.29,1941.12
78_20240726 14,78,20240726 14,32.9,0.0,4.4,59.0,0.4,1.86,1934.64
78_20240726 15,78,20240726 15,33.0,0.0,3.3,61.0,0.3,1.55,1956.24
78_20240726 16,78,20240726 16,29.7,0.2,2.1,77.0,0.1,0.73,1898.28
78_20240726 17,78,20240726 17,28.4,0.0,2.5,85.0,0.0,0.42,1873.44
78_20240726 18,78,20240726 18,29.1,0.0,3.4,81.0,0.0,0.65,1998.36
78_20240726 19,78,20240726 19,28.7,0.0,2.8,80.0,0.0,0.36,2072.16
78_20240726 20,78,20240726 20,28.3,0.0,1.8,82.0,0.0,0.05,2012.76
78_20240726 21,78,20240726 21,28.4,0.0,2.5,82.0,0.0,0.0,1973.88
78_20240726 22,78,20240726 22,28.1,0.0,2.1,83.0,0.0,0.0,1897.92
78_20240726 23,78,20240726 23,27.5,0.0,1.9,87.0,0.0,0.0,1735.56
78_20240727 00,78,20240727 00,27.2,0.1,2.1,88.0,0.0,0.0,1508.04
78_20240727 01,78,20240727 01,27.0,0.0,1.6,89.0,0.0,0.0,1291.68
78_20240727 02,78,20240727 02,26.9,0.0,1.8,88.0,0.0,0.0,1149.48
78_20240727 03,78,20240727 03,26.8,0.0,2.0,90.0,0.0,0.0,1051.2
78_20240727 04,78,20240727 04,26.5,0.0,1.5,89.0,0.0,0.0,982.44
78_20240727 05,78,20240727 05,26.6,0.0,2.1,88.0,0.0,0.0,1017.72
78_20240727 06,78,20240727 06,26.7,0.0,1.7,87.0,0.0,0.01,1131.12
78_20240727 07,78,20240727 07,27.3,0.0,2.8,84.0,0.0,0.19,1256.4
78_20240727 08,78,20240727 08,28.5,0.0,2.8,79.0,0.6,0.76,1437.84
78_20240727 09,78,20240727 09,29.9,0.0,3.4,73.0,0.8,1.53,1778.04
78_20240727 10,78,20240727 10,29.9,0.0,4.4,71.0,0.5,1.72,1923.84
78_20240727 11,78,20240727 11,30.8,0.0,3.5,69.0,0.1,1.78,2010.24
78_20240727 12,78,20240727 12,31.1,0.0,4.5,68.0,0.1,1.83,1984.32
78_20240727 13,78,20240727 13,31.9,0.0,3.2,65.0,0.2,2.06,2052.36
78_20240727 14,78,20240727 14,29.9,0.0,4.8,75.0,0.0,1.1,2010.24
78_20240727 15,78,20240727 15,28.9,0.4,2.4,84.0,0.1,1.34,2041.92
78_20240727 16,78,20240727 16,28.1,4.9,2.2,90.0,0.0,0.91,1996.2
78_20240727 17,78,20240727 17,29.1,0.0,3.1,84.0,0.2,1.15,1971.0
78_20240727 18,78,20240727 18,27.3,5.0,2.0,92.0,0.2,0.47,2010.24
78_20240727 19,78,20240727 19,28.2,0.0,2.2,87.0,0.4,0.59,1935.72
78_20240727 20,78,20240727 20,27.8,0.0,1.4,88.0,0.0,0.09,1938.24
78_20240727 21,78,20240727 21,27.4,0.0,1.0,91.0,0.0,0.0,1962.36
78_20240727 22,78,20240727 22,27.3,0.0,2.2,91.0,0.0,0.0,1817.28
78_20240727 23,78,20240727 23,27.4,0.0,1.2,91.0,0.0,0.0,1698.48
78_20240728 00,78,20240728 00,27.3,0.0,0.9,91.0,0.0,0.0,1495.08
78_20240728 01,78,20240728 01,27.1,0.0,1.1,90.0,0.0,0.0,1269.36
78_20240728 02,78,20240728 02,26.8,0.0,1.2,92.0,0.0,0.0,1114.92
78_20240728 03,78,20240728 03,26.9,0.0,1.4,90.0,0.0,0.0,1013.4
78_20240728 04,78,20240728 04,26.8,0.0,1.8,90.0,0.0,0.0,973.08
78_20240728 05,78,20240728 05,26.8,0.0,1.8,89.0,0.0,0.0,1005.48
78_20240728 06,78,20240728 06,26.8,0.0,1.8,88.0,0.0,0.01,1059.84
78_20240728 07,78,20240728 07,27.4,0.0,2.5,86.0,0.1,0.21,1174.32
78_20240728 08,78,20240728 08,29.4,0.0,2.7,76.0,0.9,1.1,1363.68
78_20240728 09,78,20240728 09,29.8,0.0,2.8,71.0,1.0,1.73,1547.64
78_20240728 10,78,20240728 10,30.1,0.0,3.6,70.0,0.7,1.83,1720.8
78_20240728 11,78,20240728 11,30.6,0.0,3.6,65.0,0.7,1.86,1804.32
78_20240728 12,78,20240728 12,31.4,0.0,3.3,65.0,0.6,2.11,1793.88
78_20240728 13,78,20240728 13,32.0,0.0,3.5,61.0,0.7,2.22,1859.4
78_20240728 14,78,20240728 14,32.3,0.0,3.9,59.0,1.0,2.7,1834.56
78_20240728 15,78,20240728 15,31.7,0.0,6.4,61.0,0.6,2.17,1834.56
78_20240728 16,78,20240728 16,31.4,0.0,5.1,63.0,0.8,2.09,1799.28
78_20240728 17,78,20240728 17,30.6,0.0,3.8,66.0,0.4,1.2,1819.8
78_20240728 18,78,20240728 18,30.2,0.0,4.0,66.0,0.9,1.12,1892.16
78_20240728 19,78,20240728 19,29.2,0.0,3.4,71.0,0.0,0.32,1920.24
78_20240728 20,78,20240728 20,28.5,0.0,2.3,76.0,0.0,0.08,1961.28
78_20240728 21,78,20240728 21,27.9,0.0,2.7,77.0,0.0,0.0,1964.88
78_20240728 22,78,20240728 22,27.6,0.0,2.4,79.0,0.0,0.0,1845.36
78_20240728 23,78,20240728 23,27.5,0.0,2.7,78.0,0.0,0.0,1684.08
78_20240729 00,78,20240729 00,26.9,0.0,1.8,81.0,0.0,0.0,1465.92
78_20240729 01,78,20240729 01,26.3,0.0,0.2,84.0,0.0,0.0,1252.08
78_20240729 02,78,20240729 02,26.5,0.0,2.2,85.0,0.0,0.0,1095.48
78_20240729 03,78,20240729 03,26.8,0.0,2.5,85.0,0.0,0.0,1033.2
78_20240729 04,78,20240729 04,26.7,0.0,2.7,85.0,0.0,0.0,993.6
78_20240729 05,78,20240729 05,26.6,0.0,2.6,85.0,0.0,0.0,1013.4
78_20240729 06,78,20240729 06,26.6,0.0,2.2,86.0,0.0,0.0,1178.28
78_20240729 07,78,20240729 07,26.9,0.0,2.4,86.0,0.0,0.13,1308.6
78_20240729 08,78,20240729 08,27.5,0.0,2.4,83.0,0.1,0.38,1486.44
78_20240729 09,78,20240729 09,28.5,0.0,4.8,77.0,0.2,0.97,1612.08
78_20240729 10,78,20240729 10,28.1,0.0,3.9,78.0,0.1,0.89,1652.76
78_20240729 11,78,20240729 11,28.3,0.0,3.5,79.0,0.0,0.58,1684.08
78_20240729 12,78,20240729 12,27.9,0.0,4.0,82.0,0.0,0.46,1717.56
78_20240729 13,78,20240729 13,28.5,0.0,3.2,79.0,0.0,0.56,1716.84
78_20240729 14,78,20240729 14,28.9,0.0,3.6,77.0,0.0,0.79,1705.32
78_20240729 15,78,20240729 15,28.7,0.0,3.6,78.0,0.0,0.69,1718.64
78_20240729 16,78,20240729 16,28.1,0.0,3.2,82.0,0.0,0.31,1706.4
78_20240729 17,78,20240729 17,27.7,0.0,3.2,83.0,0.0,0.18,1741.32
78_20240729 18,78,20240729 18,27.6,0.0,2.9,84.0,0.0,0.18,1853.64
78_20240729 19,78,20240729 19,27.5,0.0,2.6,84.0,0.0,0.07,1973.88
78_20240729 20,78,20240729 20,27.0,0.0,3.5,85.0,0.0,0.01,1934.64
78_20240729 21,78,20240729 21,26.6,0.0,2.5,88.0,0.0,0.0,1970.28
78_20240729 22,78,20240729 22,26.5,0.0,2.3,88.0,0.0,0.0,1900.8
78_20240729 23,78,20240729 23,26.6,0.0,2.9,87.0,0.0,0.0,1687.68
78_20240730 00,78,20240730 00,26.4,0.0,1.6,88.0,0.0,0.0,1418.4
78_20240730 01,78,20240730 01,26.4,0.0,2.5,87.0,0.0,0.0,1217.88
78_20240730 02,78,20240730 02,26.2,0.0,2.5,87.0,0.0,0.0,1094.76
78_20240730 03,78,20240730 03,26.2,0.0,2.4,87.0,0.0,0.0,1006.2
78_20240730 04,78,20240730 04,26.1,0.0,2.1,87.0,0.0,0.0,953.64
78_20240730 05,78,20240730 05,25.9,0.0,1.6,88.0,0.0,0.0,976.68
78_20240730 06,78,20240730 06,25.9,0.0,1.5,88.0,0.0,0.0,1126.8
78_20240730 07,78,20240730 07,26.0,0.0,1.3,88.0,0.0,0.04,1272.6
78_20240730 08,78,20240730 08,26.2,0.0,1.4,88.0,0.0,0.09,1409.4
78_20240730 09,78,20240730 09,26.6,0.0,1.6,87.0,0.0,0.26,1575.0
78_20240730 10,78,20240730 10,27.1,0.0,1.9,85.0,0.0,0.55,1623.96
78_20240730 11,78,20240730 11,28.9,0.0,2.5,76.0,0.1,1.54,1666.08
78_20240730 12,78,20240730 12,29.2,0.0,3.4,75.0,0.2,1.28,1723.32
78_20240730 13,78,20240730 13,30.5,0.0,2.7,71.0,0.4,2.24,1813.68
78_20240730 14,78,20240730 14,31.4,0.0,3.2,66.0,0.5,2.47,1846.44
78_20240730 15,78,20240730 15,31.4,0.0,2.9,67.0,0.5,2.12,1878.48
78_20240730 16,78,20240730 16,31.1,0.0,3.2,69.0,0.3,1.44,1859.76
78_20240730 17,78,20240730 17,31.4,0.0,2.7,68.0,0.5,1.59,1889.28
78_20240730 18,78,20240730 18,31.2,0.0,2.8,69.0,0.7,1.01,2054.16
78_20240730 19,78,20240730 19,29.7,0.0,2.5,76.0,0.7,0.39,2086.56
78_20240730 20,78,20240730 20,28.3,0.0,1.9,81.0,0.0,0.05,2084.4
78_20240730 21,78,20240730 21,27.6,0.0,1.6,85.0,0.0,0.0,2079.72
78_20240730 22,78,20240730 22,26.7,0.0,2.0,86.0,0.0,0.0,1972.08
78_20240730 23,78,20240730 23,26.4,0.0,1.9,87.0,0.0,0.0,1766.52
78_20240731 00,78,20240731 00,26.2,0.0,1.3,88.0,0.0,0.0,1490.4
78_20240731 01,78,20240731 01,26.3,0.0,0.9,87.0,0.0,0.0,1239.12
78_20240731 02,78,20240731 02,26.2,0.0,1.1,87.0,0.0,0.0,1107.36
78_20240731 03,78,20240731 03,26.2,0.0,1.9,86.0,0.0,0.0,1028.16
78_20240731 04,78,20240731 04,26.2,0.0,2.1,87.0,0.0,0.0,978.84
78_20240731 05,78,20240731 05,26.1,0.0,1.6,88.0,0.0,0.0,1005.48
78_20240731 06,78,20240731 06,26.2,0.0,1.0,87.0,0.0,0.0,1153.08
78_20240731 07,78,20240731 07,26.6,0.0,1.7,84.0,0.0,0.21,1362.24
78_20240731 08,78,20240731 08,27.4,0.0,2.2,80.0,0.1,0.58,1553.76
78_20240731 09,78,20240731 09,28.3,0.0,3.2,77.0,0.0,1.0,1687.32
78_20240731 10,78,20240731 10,29.3,0.0,3.0,73.0,0.2,1.48,1738.44
78_20240731 11,78,20240731 11,30.0,0.0,2.9,69.0,0.4,2.21,1765.44
78_20240731 12,78,20240731 12,30.6,0.0,2.4,68.0,0.3,2.13,1810.8
78_20240731 13,78,20240731 13,31.3,0.0,1.7,65.0,0.3,1.97,1854.0
78_20240731 14,78,20240731 14,32.0,0.0,1.9,64.0,0.2,1.6,1863.72
78_20240731 15,78,20240731 15,32.2,0.0,2.5,63.0,0.4,1.82,1933.2
78_20240731 16,78,20240731 16,32.9,0.0,2.7,62.0,0.7,1.9,1953.0
78_20240731 17,78,20240731 17,32.8,0.0,3.1,61.0,1.0,2.0,2036.88
78_20240731 18,78,20240731 18,32.1,0.0,2.8,62.0,1.0,1.28,2168.28
78_20240731 19,78,20240731 19,30.9,0.0,2.4,64.0,1.0,0.57,2152.08
78_20240731 20,78,20240731 20,29.2,0.0,2.1,72.0,0.0,0.04,2099.16
78_20240731 21,78,20240731 21,27.7,0.0,1.4,84.0,0.0,0.0,2103.84
78_20240731 22,78,20240731 22,27.1,0.0,1.4,84.0,0.0,0.0,1995.48
78_20240731 23,78,20240731 23,26.9,0.0,1.7,85.0,0.0,0.0,1788.48
78_20240801 00,78,20240801 00,26.8,0.0,0.6,87.0,0.0,0.0,1569.24
78_20240801 01,78,20240801 01,26.6,0.0,0.0,87.0,0.0,0.0,1278.72
78_20240801 02,78,20240801 02,26.3,0.0,0.1,89.0,0.0,0.0,1148.04
78_20240801 03,78,20240801 03,26.6,0.0,1.2,88.0,0.0,0.0,1062.0
78_20240801 04,78,20240801 04,26.6,0.0,1.4,89.0,0.0,0.0,992.52
78_20240801 05,78,20240801 05,26.8,0.0,1.8,88.0,0.0,0.0,1036.08
78_20240801 06,78,20240801 06,26.8,0.0,1.8,87.0,0.0,0.0,1189.08
78_20240801 07,78,20240801 07,27.0,0.0,1.1,86.0,0.0,0.06,1305.36
78_20240801 08,78,20240801 08,28.3,0.0,1.8,81.0,0.3,0.56,1454.76
78_20240801 09,78,20240801 09,28.7,0.0,3.1,78.0,0.3,1.05,1707.84
78_20240801 10,78,20240801 10,30.1,0.0,2.6,74.0,0.5,1.86,1802.88
78_20240801 11,78,20240801 11,30.5,0.0,3.2,71.0,0.4,2.03,1844.28
78_20240801 12,78,20240801 12,31.0,0.0,2.7,70.0,0.2,1.81,1901.88
78_20240801 13,78,20240801 13,31.5,0.0,2.7,67.0,0.2,1.86,1881.72
78_20240801 14,78,20240801 14,32.2,0.0,2.8,67.0,0.3,2.14,1874.52
78_20240801 15,78,20240801 15,33.3,0.0,2.9,62.0,0.9,2.85,1929.96
78_20240801 16,78,20240801 16,32.6,0.0,3.5,64.0,0.8,2.13,1946.16
78_20240801 17,78,20240801 17,32.6,0.0,2.8,67.0,0.6,1.34,1964.88
78_20240801 18,78,20240801 18,31.9,0.0,3.0,69.0,0.7,0.97,2095.56
78_20240801 19,78,20240801 19,30.5,0.0,2.4,73.0,0.0,0.31,2185.92
78_20240801 20,78,20240801 20,29.6,0.0,2.3,77.0,0.0,0.04,2166.48
78_20240801 21,78,20240801 21,28.7,0.0,1.2,83.0,0.0,0.0,2188.08
78_20240801 22,78,20240801 22,28.3,0.0,0.6,85.0,0.0,0.0,2098.8
78_20240801 23,78,20240801 23,27.8,0.0,0.8,85.0,0.0,0.0,1881.0
78_20240802 00,78,20240802 00,27.7,0.0,0.7,86.0,0.0,0.0,1612.08
78_20240802 01,78,20240802 01,27.6,0.0,1.1,87.0,0.0,0.0,1361.52
78_20240802 02,78,20240802 02,27.6,0.0,1.7,88.0,0.0,0.0,1220.04
78_20240802 03,78,20240802 03,27.4,0.0,2.3,88.0,0.0,0.0,1119.6
78_20240802 04,78,20240802 04,27.2,0.0,0.6,89.0,0.0,0.0,1064.16
78_20240802 05,78,20240802 05,27.0,0.0,1.8,90.0,0.0,0.0,1094.04
78_20240802 06,78,20240802 06,26.7,0.0,1.7,91.0,0.0,0.01,1232.28
78_20240802 07,78,20240802 07,27.9,0.0,1.1,85.0,0.4,0.33,1388.16
78_20240802 08,78,20240802 08,28.1,0.0,1.8,84.0,0.2,0.46,1533.24
78_20240802 09,78,20240802 09,29.3,0.0,2.4,78.0,0.2,1.03,1743.12
78_20240802 10,78,20240802 10,29.2,0.0,3.0,79.0,0.1,0.86,1791.0
78_20240802 11,78,20240802 11,29.7,0.0,2.6,79.0,0.1,1.01,1849.68
78_20240802 12,78,20240802 12,30.7,0.0,2.8,74.0,0.1,1.38,1939.68
78_20240802 13,78,20240802 13,31.9,0.0,2.6,69.0,0.2,1.81,1949.76
78_20240802 14,78,20240802 14,32.8,0.0,2.4,65.0,0.7,2.65,1928.52
78_20240802 15,78,20240802 15,33.0,0.0,3.3,66.0,0.4,1.92,1938.24
78_20240802 16,78,20240802 16,31.9,0.0,3.4,72.0,0.6,1.85,2046.24
78_20240802 17,78,20240802 17,32.1,0.0,3.0,73.0,0.9,1.75,2113.56
78_20240802 18,78,20240802 18,30.7,0.0,2.4,78.0,0.6,0.81,2151.0
78_20240802 19,78,20240802 19,29.9,0.0,2.4,80.0,0.6,0.51,2223.72
78_20240802 20,78,20240802 20,28.8,0.0,2.7,85.0,0.0,0.02,2166.12
78_20240802 21,78,20240802 21,28.3,0.0,2.1,87.0,0.0,0.0,2147.76
78_20240802 22,78,20240802 22,28.1,0.0,1.7,89.0,0.0,0.0,2055.96
78_20240802 23,78,20240802 23,28.0,0.0,1.9,89.0,0.0,0.0,1934.64
78_20240803 00,78,20240803 00,27.7,0.0,1.8,90.0,0.0,0.0,1659.96
78_20240803 01,78,20240803 01,27.6,0.0,1.3,91.0,0.0,0.0,1402.92
78_20240803 02,78,20240803 02,27.2,0.0,1.2,90.0,0.0,0.0,1218.96
78_20240803 03,78,20240803 03,26.7,0.0,0.6,92.0,0.0,0.0,1107.72
78_20240803 04,78,20240803 04,26.3,0.0,0.8,92.0,0.0,0.0,1056.6
78_20240803 05,78,20240803 05,26.2,0.0,0.3,93.0,0.0,0.0,1081.44
78_20240803 06,78,20240803 06,26.2,0.0,0.9,92.0,0.0,0.01,1180.44
78_20240803 07,78,20240803 07,26.9,0.0,1.0,86.0,0.1,0.23,1287.72
78_20240803 08,78,20240803 08,28.3,0.0,1.4,79.0,0.7,0.81,1467.36
78_20240803 09,78,20240803 09,29.4,0.0,1.3,73.0,0.9,1.54,1802.88
78_20240803 10,78,20240803 10,29.8,0.0,2.5,74.0,0.6,1.77,1964.52
78_20240803 11,78,20240803 11,31.1,0.0,1.5,70.0,0.7,2.51,2026.8
78_20240803 12,78,20240803 12,32.3,0.0,2.4,64.0,0.9,3.19,2117.88
78_20240803 13,78,20240803 13,32.9,0.0,2.3,62.0,1.0,3.42,2186.64
78_20240803 14,78,20240803 14,33.5,0.0,2.1,61.0,0.5,2.08,2180.88
78_20240803 15,78,20240803 15,34.0,0.0,3.0,59.0,1.0,2.98,2203.92
78_20240803 16,78,20240803 16,33.4,0.0,2.9,59.0,1.0,2.34,2275.92
78_20240803 17,78,20240803 17,33.4,0.0,2.6,61.0,1.0,1.78,2238.12
78_20240803 18,78,20240803 18,32.6,0.0,2.3,63.0,1.0,1.12,2262.24
78_20240803 19,78,20240803 19,30.7,0.0,2.2,69.0,1.0,0.49,2214.72
78_20240803 20,78,20240803 20,28.6,0.0,1.8,75.0,0.0,0.04,2166.84
78_20240803 21,78,20240803 21,28.0,0.0,1.3,77.0,0.0,0.0,2104.56
78_20240803 22,78,20240803 22,27.5,0.0,0.9,79.0,0.0,0.0,1950.84
78_20240803 23,78,20240803 23,26.9,0.0,0.6,82.0,0.0,0.0,1791.36
